Invoice #,Medicine,Manufacturer,salePerUnit,Total Items,Category,buyPerPack,salePerPack,unitsPerPack
329,Hytrin 1mg Tab,ABBOTT,12.53,0,Medicine,319.46,375.84,0
330,Hytrin 2mg Tab,ABBOTT,27.55,0,Medicine,702.83,826.36,0
331,Hytrin 5mg Tab,ABBOTT,55.22,0,Medicine,1408.14,1656.63,0
332,Iberet 500mg Tab,ABBOTT,6.47,0,Medicine,164.91,194.01,0
333,Iberet Folic Tab,ABBOTT,12.67,0,Medicine,323,380,0
334,Iberet Syp,ABBOTT,152,0,Medicine,129.2,152,0
335,Isoptin 240mg Tab,ABBOTT,6.98,0,Medicine,59.36,69.84,0
336,Isoptin 40mg Tab,ABBOTT,1.56,0,Medicine,66.19,77.87,0
337,Isoptin 5mg Inj,ABBOTT,19.79,0,Medicine,84.09,98.93,0
338,Isoptin 80mg Tab,ABBOTT,2.61,0,Medicine,110.76,130.3,0
339,Klaricid 125mg Syp,ABBOTT,560.94,0,Medicine,476.8,560.94,0
340,Klaricid 250mg Tab,ABBOTT,54.66,0,Medicine,464.64,546.63,0
341,Klaricid 500mg Tab,ABBOTT,99.01,0,Medicine,841.62,990.14,0
342,Klaricid 500mg Xl Tab,ABBOTT,87.13,0,Medicine,370.29,435.64,0
343,Klaricid Drops,ABBOTT,280.94,0,Medicine,238.8,280.94,0
344,Klaricid Ds Syp,ABBOTT,934.44,0,Medicine,794.28,934.44,0
345,Klaricid Inj,ABBOTT,308.47,0,Medicine,262.2,308.47,0
346,Loftyl 150mg Tab,ABBOTT,5.28,0,Medicine,448.58,527.73,0
347,Loftyl 300mg Tab,ABBOTT,12.84,0,Medicine,545.79,642.1,0
348,Loftyl 5ml Inj,ABBOTT,9.84,0,Medicine,41.81,49.19,0
349,Mammol Ointmemt 15gm,ABBOTT,74.11,0,Medicine,69.48,74.11,0
350,Moksi 400mg Tab,ABBOTT,129.61,0,Medicine,550.86,648.07,0
351,Mucolator Sachet,ABBOTT,22.03,0,Medicine,561.65,660.76,0
352,Neophage 500mg Tab,ABBOTT,1.69,0,Medicine,71.71,84.36,0
353,Neophage 850mg Tab,ABBOTT,3.08,0,Medicine,78.57,92.44,0
354,Nicor Syp,ABBOTT,69,0,Medicine,58.65,69,0
355,Nutrifolic 1000mcg Tab,ABBOTT,19.33,0,Medicine,493,580,0
356,Nutrifolic 400mcg Tab,ABBOTT,14.33,0,Medicine,374.87,430,0
357,Optilets M Tab,ABBOTT,4.06,0,Medicine,103.53,121.79,0
358,Pedialyte B/gum 500ml Sol,ABBOTT,55,0,Medicine,46.75,55,0
359,Pedialyte Plain,ABBOTT,55,0,Medicine,46.75,55,0
360,Pentothal Sod 500mg,ABBOTT,68,0,Medicine,1445,1700,0
361,Pramet Fa Tab,ABBOTT,9.71,0,Medicine,206.24,242.64,0
362,Prdialyte Plain,ABBOTT,44.2,0,Medicine,37.57,44.2,0
363,Prothiaden 25mg Tab,ABBOTT,2.36,0,Medicine,200.38,235.74,0
364,Prothiaden 75mg Tab,ABBOTT,5.47,0,Medicine,139.5,164.11,0
365,Protium 40mg Tab,ABBOTT,90.77,0,Medicine,1080.11,1270.72,0
366,Rashnil Cream 20gm,ABBOTT,54.5,0,Medicine,46.32,54.5,0
367,Rashnil Cream 50gm,ABBOTT,240,0,Medicine,204,240,0
368,Renosid Syp,ABBOTT,130,0,Medicine,110.5,130,0
369,Rondec C Syp,ABBOTT,183,0,Medicine,155.55,183,0
370,Rondec D Oral Drops 10ml,ABBOTT,15.21,0,Medicine,12.93,15.21,0
371,Ruvastat 10mg Tab,ABBOTT,28.7,0,Medicine,243.95,287,0
372,Ruvastat 20mg Tab,ABBOTT,43.5,0,Medicine,369.75,435,0
373,Ruvastat 5mg Tab,ABBOTT,14.68,0,Medicine,124.78,146.8,0
374,Serc  8mg Tab,ABBOTT,16.17,0,Medicine,412.25,485,0
375,Serc 16mg Tab,ABBOTT,26.83,0,Medicine,684.25,805,0
376,Serc 24mg Tab,ABBOTT,28.98,0,Medicine,738.99,869.4,0
377,Silliver Syp,ABBOTT,255,0,Medicine,216.75,255,0
378,Silliver Tab,ABBOTT,14.8,0,Medicine,377.4,444,0
379,Somogel Cream,ABBOTT,150,0,Medicine,127.5,150,0
380,Sparaxin 100mg Tab,ABBOTT,67.8,0,Medicine,576.3,678.01,0
381,Sunplex D Drops,ABBOTT,339,0,Medicine,246.28,339,0
382,Surbex Syp,ABBOTT,158,0,Medicine,134.3,158,0
383,Surbex T Tab,ABBOTT,10,0,Medicine,255,300,0
384,Surbex Z 60tab,ABBOTT,14.67,0,Medicine,688.5,880.05,0
385,Surbex Z Tab 30's,ABBOTT,14.67,0,Medicine,374,440,0
386,Tarka 180mg Tab,ABBOTT,31.5,0,Medicine,267.75,315,0
387,Theograd Tab,ABBOTT,2.61,0,Medicine,221.56,260.66,0
388,Thyronorm 100mcg Tab,ABBOTT,365.76,0,Medicine,310.89,365.76,0
389,Thyronorm 125mcg Tab,ABBOTT,306.06,0,Medicine,260.15,306.06,0
390,Thyronorm 25mcg Tab,ABBOTT,166.62,0,Medicine,141.62,166.62,0
391,Thyronorm 50mcg Tab,ABBOTT,232.52,0,Medicine,197.65,232.52,0
392,Thyronorm 75mcg Tab,ABBOTT,299.43,0,Medicine,254.52,299.43,0
393,Trividox 3ml Inj,ABBOTT,11.4,0,Medicine,242.25,285,0
394,Tronolane Cream,ABBOTT,290,0,Medicine,246.5,290,0
395,Tucana 400mg Cap,ABBOTT,93.07,0,Medicine,395.55,465.35,0
396,Tucana Ds Syp,ABBOTT,288,0,Medicine,244.8,288,0
397,Tucana Syp 30ml,ABBOTT,228,0,Medicine,193.8,228,0
398,Urixin 400mg Tab,ABBOTT,14.39,0,Medicine,1222.98,1438.75,0
399,Vancomycin 1gm Inj,ABBOTT,950,0,Market Special,750,950,0
400,Vancomycin 500mg Inj,ABBOTT,1105.95,0,Market Special,900,1105.95,0
401,Vidaylin Drops,ABBOTT,160,0,Medicine,136,160,0
402,Vidaylin L Syp,ABBOTT,296,0,Medicine,251.6,296,0
403,Vidaylin M Syp,ABBOTT,100.63,0,Medicine,85.53,100.63,0
404,Vidaylin Syp,ABBOTT,146,0,Medicine,124.1,146,0
405,Vidaylin T Syp,ABBOTT,198.52,0,Medicine,168.75,198.52,0
406,Vidaylin T Tab,ABBOTT,6.62,0,Medicine,168.75,198.52,0
407,Solrin Caps,ABLE INTERNATOONAL,17.5,0,Medicine,297.5,350,0
408,Aw Maxi Double Pack,ABU DAWOOD (P&G),680,0,Genral Store,611.57,680,0
409,Aw Maxi Small Pack,ABU DAWOOD (P&G),350,0,Genral Store,310.35,350,0
410,Aw Pink Small,ABU DAWOOD (P&G),160,0,Genral Store,145,160,0
411,Aw Ultra Double Pack,ABU DAWOOD (P&G),680,0,Genral Store,611.71,680,0
412,Aw Ultra Small Pack,ABU DAWOOD (P&G),350,0,Genral Store,310.35,350,0
413,Baby Wipes Nana,ABU DAWOOD (P&G),120,0,Medicine,85,120,0
414,Gillette Blue 2 Razor,ABU DAWOOD (P&G),72,0,Genral Store,65.65,72,0
415,Gillette Blue 3 Razor,ABU DAWOOD (P&G),150,0,Genral Store,125.17,150,0
416,Gillette Guard,ABU DAWOOD (P&G),100,0,Genral Store,82.61,100,0
417,Gillette Mach 3 Razor,ABU DAWOOD (P&G),550,0,Genral Store,488,550,0
418,Head&shoulder 185ml,ABU DAWOOD (P&G),470,0,Genral Store,425,470,0
419,Head&shoulder 360ml,ABU DAWOOD (P&G),800,0,Genral Store,720,800,0
420,"Pamper 1 (n/b) Premium Care 22""",ABU DAWOOD (P&G),985,0,Genral Store,886.5,985,0
421,Pamper 2 (mini) 10'',ABU DAWOOD (P&G),339,0,Genral Store,309.55,339,0
422,Pamper 2 (mini) 40'',ABU DAWOOD (P&G),1319,0,Genral Store,1204.41,1319,0
423,Pamper 2 (mini) 74'' Half,ABU DAWOOD (P&G),1300,0,Genral Store,1200,1300,0
424,Pamper 3 (midi) 36'',ABU DAWOOD (P&G),1319,0,Genral Store,1191.52,1319,0
425,Pamper 3 (midi) 64'',ABU DAWOOD (P&G),2300,0,Genral Store,2199,2300,0
426,Pamper 3 (midi) 9'',ABU DAWOOD (P&G),339,0,Genral Store,309.55,339,0
427,Pamper 4 (maxi) 27'',ABU DAWOOD (P&G),1319,0,Genral Store,1204.41,1319,0
428,Pamper 4 (maxi) 54'',ABU DAWOOD (P&G),2300,0,Genral Store,2199,2300,0
429,Pamper 4 (maxi) 8'',ABU DAWOOD (P&G),339,0,Genral Store,306.24,339,0
430,Pamper 5 (jun) 52'',ABU DAWOOD (P&G),2299,0,Genral Store,2099.26,2299,0
431,Pamper 5 (jun) 8'',ABU DAWOOD (P&G),339,0,Genral Store,309.55,339,0
432,Pamper Pant 3 62's,ABU DAWOOD (P&G),1999,0,Genral Store,1806.18,1999,0
433,Pamper Pant 4 56's,ABU DAWOOD (P&G),1999,0,Genral Store,1750.18,1999,0
434,Pamper Pant 5 52's,ABU DAWOOD (P&G),2299,0,Genral Store,2099.26,2299,0
435,Pamper Pant 6 44's,ABU DAWOOD (P&G),650,0,Genral Store,600,650,0
436,Pantene Conditioner,ABU DAWOOD (P&G),320,0,Genral Store,295,320,0
437,Pantene Shampoo 185ml,ABU DAWOOD (P&G),450,0,Genral Store,415,450,0
438,Pantene Shampoo 360ml,ABU DAWOOD (P&G),800,0,Genral Store,709.63,800,0
439,Safeguard 135gm Soap,ABU DAWOOD (P&G),160,0,Genral Store,140,160,0
440,Safeguard Soap 175g,ABU DAWOOD (P&G),150,0,Genral Store,140,150,0
441,Vicks Balm,ABU DAWOOD (P&G),130,0,Genral Store,50,130,0
442,A Flox 250mg Cap,ACME PHARMA MARKEKETIN,5,0,Medicine,102,120,0
443,A Flox 250mg Inj,ACME PHARMA MARKEKETIN,50,0,Medicine,212.5,250,0
444,A Flox 500mg Cap,ACME PHARMA MARKEKETIN,9,0,Medicine,194.4,216,0
445,A Flox 500mg Inj,ACME PHARMA MARKEKETIN,77,0,Medicine,327.25,385,0
446,Axinat Inhaler,ACME PHARMA MARKEKETIN,459,0,Medicine,390.15,459,0
447,Azicin Cap 250mg,ACME PHARMA MARKEKETIN,27.9,0,Medicine,142.29,167.4,0
448,Dot 40mg Inj,ACME PHARMA MARKEKETIN,10,0,Medicine,90,100,0
449,Dot 40mg Tab,ACME PHARMA MARKEKETIN,2,0,Medicine,36,40,0
450,E Sal 20mg Cap,ACME PHARMA MARKEKETIN,7.07,0,Medicine,84.15,99,0
451,E Sal 40mg Cap,ACME PHARMA MARKEKETIN,9.21,0,Medicine,109.65,129,0
452,Esopra 20mg Tab,ACME PHARMA MARKEKETIN,11,0,Medicine,130.9,154,0
453,Esopra 40mg Tab,ACME PHARMA MARKEKETIN,15,0,Medicine,178.5,210,0
454,Fixirin Cap 400mg,ACME PHARMA MARKEKETIN,49.5,0,Medicine,210.38,247.5,0
455,Gastrozole 40mg Cap,ACME PHARMA MARKEKETIN,15,0,Medicine,178.5,210,0
456,Gatox 400mg Tab,ACME PHARMA MARKEKETIN,27,0,Medicine,114.75,135,0
457,Lipidof 200mg Cap 10's,ACME PHARMA MARKEKETIN,20,0,Medicine,170,200,0
458,Lipidof 67mg Cap,ACME PHARMA MARKEKETIN,10,0,Medicine,255,300,0
459,Zafir  20mg Tab,ACME PHARMA MARKEKETIN,29.95,0,Medicine,509.15,599,0
460,Acti Jiont Caplet,ACTI MED PHARMA,26.67,0,Medicine,680,800,0
461,Acti M Cap 30,ACTI MED PHARMA,20,0,Medicine,510,600,0
462,Apizire Syp,ACTI MED PHARMA,160,0,Medicine,136,160,0
463,Bronxi Syp,ACTI MED PHARMA,155,0,Medicine,131.75,155,0
464,Cosfer Syp,ACTI MED PHARMA,170,0,Medicine,144.5,170,0
465,Cosfer Tab,ACTI MED PHARMA,12.31,0,Medicine,314,369.41,0
466,Costio D Syp,ACTI MED PHARMA,145,0,Medicine,123.25,145,0
467,Costio D Tab,ACTI MED PHARMA,16,0,Medicine,272,320,0
468,Cp Colic Drops,ACTI MED PHARMA,120,0,Medicine,102,120,0
469,D Plex Drop,ACTI MED PHARMA,240,0,Medicine,204,240,0
470,Diabetone Cap,ACTI MED PHARMA,28.33,0,Medicine,617.52,850,0
471,Dyrinex Syp,ACTI MED PHARMA,140,0,Medicine,119,140,0
472,Feroglobin Syp,ACTI MED PHARMA,1200,0,Medicine,1080,1200,0
473,Getzone 1gm Inj,ACTI MED PHARMA,321,0,Medicine,272.85,321,0
474,Getzone 250mg Inj,ACTI MED PHARMA,101,0,Medicine,85.85,101,0
475,Getzone 500mg Inj,ACTI MED PHARMA,170,0,Medicine,144.5,170,0
476,Jointace Tab,ACTI MED PHARMA,20,0,Medicine,510,600,0
477,Legzol 30mg Cap,ACTI MED PHARMA,14.71,0,Medicine,175.1,206,0
478,Livercare Tab,ACTI MED PHARMA,850,0,Medicine,722.5,850,0
479,Liveril Tab,ACTI MED PHARMA,23.33,0,Medicine,540,700,0
480,Mative Syp,ACTI MED PHARMA,210,0,Medicine,178.5,210,0
481,Mative Tab,ACTI MED PHARMA,17,0,Medicine,289,340,0
482,Maxcid Syp,ACTI MED PHARMA,160,0,Medicine,136,160,0
483,Metost 4mg Sachet,ACTI MED PHARMA,25.88,0,Medicine,616,724.7,0
484,Metoze 10mg Tab,ACTI MED PHARMA,22.14,0,Medicine,263.5,310,0
485,Metromoxy 400mg Tab,ACTI MED PHARMA,95,0,Medicine,403.75,475,0
486,Metropram 10mg Tab,ACTI MED PHARMA,25,0,Medicine,297.5,350,0
487,Osteocare 200ml Syp,ACTI MED PHARMA,1000,0,Medicine,769.23,1000,0
488,Osteocare Plus Tab,ACTI MED PHARMA,1500,0,Medicine,1275,1500,0
489,Osteocare Tab,ACTI MED PHARMA,46.67,0,Medicine,1017.09,1400,0
490,Osteoflex Cap,ACTI MED PHARMA,16,0,Medicine,408,480,0
491,Perfectil Cap,ACTI MED PHARMA,43.33,0,Medicine,944.44,1300,0
492,Perfectil Platinum Tab,ACTI MED PHARMA,4000,0,Medicine,3600,4000,0
493,"Perfectil Plus Cap 28""",ACTI MED PHARMA,2000,0,Medicine,1700,2000,0
494,Perzol 40mg Tab,ACTI MED PHARMA,17.14,0,Medicine,204,240,0
495,Pregnacare Breast Feed,ACTI MED PHARMA,0.07,0,Medicine,1,2,0
496,Pregnacare Cap,ACTI MED PHARMA,43.33,0,Medicine,944.44,1300,0
497,Pregnacare Conception Tab,ACTI MED PHARMA,83.33,0,Medicine,1816.24,2500,0
498,Visionace Cap,ACTI MED PHARMA,23.33,0,Medicine,508.55,700,0
499,Wellman Cap,ACTI MED PHARMA,40,0,Medicine,871.79,1200,0
500,Wellman Conception Tab,ACTI MED PHARMA,40,0,Medicine,1080,1200,0
501,Wellman Tricologic Tab,ACTI MED PHARMA,1500,0,Medicine,1350,1500,0
502,Wellwoman Orignal Cap,ACTI MED PHARMA,46.67,0,Medicine,1017.09,1400,0
503,Wellwoman Tricologic Tab,ACTI MED PHARMA,2000,0,Medicine,1800,2000,0
504,Zemfa 400mg Tab,ACTI MED PHARMA,12.33,0,Medicine,314.5,370,0
505,Kids World Tooth Brush,ACUMEN WARE HOUSE,30,0,Medicine,18.33,30,0
506,Ada Cef 125mg Syp,ADAMJEE,65,0,Medicine,55.25,65,0
507,Ada Cef 250mg Cap,ADAMJEE,8.33,0,Medicine,85,100,0
508,Adablizer 10mg Tab,ADAMJEE,13.31,0,Medicine,339.35,399.23,0
509,Adablizer 15mg Tab,ADAMJEE,17.74,0,Medicine,452.46,532.31,0
510,Adacef 500mg Cap,ADAMJEE,15.83,0,Medicine,161.5,190,0
511,Adacef Syp 250mg 60ml,ADAMJEE,100,0,Medicine,85,100,0
512,Adacip 250mg Tab,ADAMJEE,7.5,0,Medicine,63.75,75,0
513,Adacip 500mg Tab,ADAMJEE,14.9,0,Medicine,126.65,149,0
514,Arpes 250mg Inj,ADAMJEE,390,0,Medicine,331.5,390,0
515,Arpes 500mg Inj,ADAMJEE,650,0,Medicine,552.5,650,0
516,Bactidim 1g Inj,ADAMJEE,275,0,Medicine,233.75,275,0
517,Bactidim 500mg Inj,ADAMJEE,144,0,Medicine,122.4,144,0
518,Cebe S (c.b.s.) Tab,ADAMJEE,8.8,0,Medicine,149.6,176,0
519,Deprel 100mg Tab,ADAMJEE,17.49,0,Medicine,445.9,524.58,0
520,Deprel 50mg Tab,ADAMJEE,12.66,0,Medicine,322.04,379.71,0
521,Deprel Drop 30ml,ADAMJEE,213,0,Medicine,123.25,213,0
522,Dolor Ds Tab,ADAMJEE,1.87,0,Medicine,159.12,187.2,0
523,Dosik 1.5mg Tab,ADAMJEE,1.79,0,Medicine,76.23,89.68,0
524,Dosik 10mg Tab,ADAMJEE,2.84,0,Medicine,120.56,141.83,0
525,Dosik 5mg Tab,ADAMJEE,2.31,0,Medicine,196.17,230.78,0
526,Dosik Liquid 60ml,ADAMJEE,146.58,0,Medicine,124.59,146.58,0
527,Enzar Tab,ADAMJEE,2.86,0,Medicine,48.62,57.2,0
528,Epicar 120ml Syp,ADAMJEE,45,0,Medicine,38.25,45,0
529,Epicar 200mg Tab,ADAMJEE,2.7,0,Medicine,114.75,135,0
530,Epitoin 100mg Tab,ADAMJEE,1.28,0,Medicine,108.37,128,0
531,Epitoin Syp 120ml,ADAMJEE,108.45,0,Medicine,92.18,108.45,0
532,Estezene 1mg Tab,ADAMJEE,1.35,0,Medicine,114.55,134.76,0
533,Estezene 5mg Tab,ADAMJEE,8,0,Medicine,680,800,0
534,Fenseptyl Cap,ADAMJEE,5.06,0,Medicine,129.03,151.8,0
535,Glow 1mg Tab,ADAMJEE,3.1,0,Medicine,52.7,62,0
536,Glow 2mg Tab,ADAMJEE,5.5,0,Medicine,93.5,110,0
537,Glow 3mg Tab,ADAMJEE,8.25,0,Medicine,140.25,165,0
538,Glow 4mg Tab,ADAMJEE,10.35,0,Medicine,175.95,207,0
539,Hapicit 20mg Tab,ADAMJEE,30,0,Medicine,255,300,0
540,Hapicit E 10mg Tab,ADAMJEE,25,0,Medicine,212.5,250,0
541,Hapicit E 20mg Tab,ADAMJEE,27,0,Medicine,229.5,270,0
542,Hapicit E 5mg Tab,ADAMJEE,12.5,0,Medicine,106.25,125,0
543,Kempro Tab,ADAMJEE,5.92,0,Medicine,503.2,592,0
544,Kumplat 75mg Tab,ADAMJEE,11.04,0,Medicine,93.84,110.4,0
545,Lagintal 100mg Tab,ADAMJEE,16.67,0,Medicine,425,500,0
546,Lagintal 25mg Tab,ADAMJEE,10,0,Medicine,255,300,0
547,Lagintal 50mg Tab,ADAMJEE,14.53,0,Medicine,370.6,436,0
548,Lanzapin 10mg Tab,ADAMJEE,17.2,0,Medicine,146.2,172,0
549,Lanzapin 5mg Tab,ADAMJEE,9.8,0,Medicine,83.3,98,0
550,Lentil 2mg Tab,ADAMJEE,7.8,0,Medicine,66.3,78,0
551,Mesazine Tab,ADAMJEE,16.17,0,Medicine,412.25,485,0
552,Neurolith Sr Tab,ADAMJEE,6.43,0,Medicine,532.01,643.44,0
553,Neurotol Syp 120ml,ADAMJEE,36.61,0,Medicine,31.12,36.61,0
554,Perillium 10mg Tab,ADAMJEE,6.19,0,Medicine,263.24,309.69,0
555,Perillium 120ml Syp,ADAMJEE,98,0,Medicine,83.3,98,0
556,Perillium 60ml Syp,ADAMJEE,42,0,Medicine,33.15,42,0
557,Pinix 0.5mg Tab,ADAMJEE,6.89,0,Medicine,175.8,206.82,0
558,Raxil Cr 12.5mg Tab,ADAMJEE,25,0,Medicine,637.5,750,0
559,Raxil Cr 25mg Tab,ADAMJEE,40.47,0,Medicine,1031.9,1214,0
560,Raxil Cr 37.5mg Tab,ADAMJEE,41.4,0,Medicine,351.9,414,0
561,Risp Syp 30ml,ADAMJEE,547,0,Medicine,464.95,547,0
562,Risp Tab 1mg,ADAMJEE,19.72,0,Medicine,301.75,355,0
563,Risp Tab 2mg,ADAMJEE,36.58,0,Medicine,373.15,439,0
564,Risp Tab 3mg,ADAMJEE,52.83,0,Medicine,269.45,317,0
565,Risp Tab 4mg,ADAMJEE,60.6,0,Medicine,515.1,606,0
566,Sedonil 1.5mg Tab,ADAMJEE,3.97,0,Medicine,100.95,119,0
567,Sedonil 3mg Tab,ADAMJEE,5.1,0,Medicine,129.96,152.89,0
568,Tiapin 100mg Tab,ADAMJEE,21,0,Medicine,535.5,630,0
569,Tiapin 25mg Tab,ADAMJEE,12.4,0,Medicine,316.2,372,0
570,Topiro 100mg Tab,ADAMJEE,39,0,Medicine,994.5,1170,0
571,Topiro 25mg Tab,ADAMJEE,20.32,0,Medicine,1036.15,1219,0
572,Topiro 50mg Tab,ADAMJEE,22.22,0,Medicine,1133.15,1333.12,0
573,Tovir 0.5mg Tab,ADAMJEE,5.83,0,Medicine,148.57,174.79,0
574,Tovir 2mg Tab,ADAMJEE,8,0,Medicine,203.74,240,0
575,Uriben 60ml Syp,ADAMJEE,46,0,Medicine,39,46,0
576,Vinvin 1 G Inj,ADAMJEE,1130,0,Medicine,960.5,1130,0
577,Vinvin 500mg Inj,ADAMJEE,700,0,Medicine,595,700,0
578,Zaprole Cap,ADAMJEE,8.57,0,Medicine,99,120,0
579,Zipone Cap,ADAMJEE,28.21,0,Medicine,335.75,395,0
580,Zolp 10mg Tab,ADAMJEE,34.9,0,Medicine,593,698,0
581,Ad Lit Stat Tab,ADCOK PHARMA,180,0,Medicine,153,180,0
582,Apirise Syp,ADCOK PHARMA,190,0,Medicine,161.5,190,0
583,Asirise Syp,ADCOK PHARMA,190,0,Medicine,161.5,190,0
584,Caldex Syp,ADCOK PHARMA,175,0,Medicine,148.75,175,0
585,Caldex Tab,ADCOK PHARMA,18,0,Medicine,306,360,0
586,Crandex Sachets,ADCOK PHARMA,25,0,Medicine,212.5,250,0
587,Santose Syp,ADCOK PHARMA,195,0,Medicine,165.75,195,0
588,Ninovit Oral Drop,ADEEL PHARMACY,325,0,Medicine,276.25,325,0
589,Oro D Tab,ADEEL PHARMACY,22,0,Medicine,374,440,0
590,Perlis 120ml Syp,ADEEL PHARMACY,169,0,Medicine,143.65,169,0
591,Prazole 20mg Tab,ADEEL PHARMACY,25,0,Medicine,212.5,250,0
592,Torovit 120ml Syp,ADEEL PHARMACY,189,0,Medicine,160.65,189,0
593,Torovit Tab,ADEEL PHARMACY,22.5,0,Medicine,382.5,450,0
594,De Mal Emollient Cream 50gm,ADLON,80,0,Medicine,72,80,0
595,De Mal Fort Lotion Ml,ADLON,145,0,Medicine,130.85,145,0
596,De Mal Lotion 20ml,ADLON,107,0,Medicine,96.85,107,0
597,De Mal Lubriderm 50gm Cream,ADLON,110,0,Medicine,99,110,0
598,De Mal Shampoo 175ml,ADLON,190,0,Medicine,135,190,0
599,De Mal Sun Block 100ml,ADLON,155,0,Medicine,139.5,155,0
600,De Mal Sun Block 175ml,ADLON,260,0,Medicine,234,260,0
601,Azoheim 250mg Cap,ADNAN (MISC),25,0,Medicine,127.5,150,0
602,Back On 250mg Tab,ADNAN (MISC),13.8,0,Medicine,117.3,138,0
603,Back On 500mg Tab,ADNAN (MISC),24,0,Medicine,204,240,0
604,Cydex 20mg Tab,ADNAN (MISC),12.5,0,Medicine,212.5,250,0
605,Gona F Tab,ADNAN (MISC),13.5,0,Medicine,459,540,0
606,L Sol 30mg Cap,ADNAN (MISC),14.21,0,Medicine,169.15,199,0
607,Levoheim 250mg Tab,ADNAN (MISC),14,0,Medicine,119,140,0
608,Levoheim 500mg Tab,ADNAN (MISC),25,0,Medicine,212.5,250,0
609,Lyon 75mg Tab,ADNAN (MISC),6.5,0,Medicine,112.5,130,0
610,Mexof 400mg Tab,ADNAN (MISC),108,0,Medicine,459,540,0
611,Motive Powder,ADNAN (MISC),650,0,Milk,585,650,0
612,Nexfo Tab,ADNAN (MISC),40,0,Medicine,1020,1200,0
613,Nocox 15mg Tab,ADNAN (MISC),14.2,0,Medicine,120.7,142,0
614,Nocox 7.5mg Tab,ADNAN (MISC),6.4,0,Medicine,54.4,64,0
615,Ruban 120ml Syp,ADNAN (MISC),150,0,Medicine,127.5,150,0
616,Ruban Tab,ADNAN (MISC),22,0,Medicine,374,440,0
617,Sogin 60ml Lotion,ADNAN (MISC),350,0,Medicine,297.5,350,0
618,Tradis P Tab,ADNAN (MISC),14,0,Medicine,127.5,140,0
619,Trival Tab,ADNAN (MISC),27.5,0,Medicine,467,550,0
620,Vasix 400mg Cap,ADNAN (MISC),75,0,Medicine,318.75,375,0
621,Zolo 40mg Tab,ADNAN (MISC),25.36,0,Medicine,301.75,355,0
622,Cefheim 125mg Syp,ADNAN (PAKHEIM),59,0,Medicine,50.15,59,0
623,Cefheim 250mg Syp,ADNAN (PAKHEIM),100,0,Medicine,278.17,100,0
624,Cefheim 500mg Cap,ADNAN (PAKHEIM),10.84,0,Medicine,92.16,108.43,0
625,Ciproheim 250mg Tab,ADNAN (PAKHEIM),13,0,Medicine,110.5,130,0
626,Ciproheim 500mg Tab,ADNAN (PAKHEIM),21.5,0,Medicine,182.75,215,0
627,Ciproheim 750mg Tab,ADNAN (PAKHEIM),20,0,Medicine,170,200,0
628,Coheim 150mg Cap,ADNAN (PAKHEIM),115,0,Medicine,97.75,115,0
629,Demast 10mg Tablets,ADNAN (PAKHEIM),3.2,0,Medicine,0,32,0
630,Meclomine Tab,ADNAN (PAKHEIM),8.75,0,Medicine,148.75,175,0
631,Megaxim 100mg Syp,ADNAN (PAKHEIM),140,0,Medicine,119,140,0
632,Megaxim 200mg Syp,ADNAN (PAKHEIM),280,0,Medicine,238,280,0
633,Megaxim 400mg Cap,ADNAN (PAKHEIM),70,0,Medicine,297.5,350,0
634,Naproheim 550mg Tab,ADNAN (PAKHEIM),4.2,0,Medicine,71.4,84,0
635,Nopa Cap,ADNAN (PAKHEIM),10.5,0,Medicine,89.25,105,0
636,Omol Cap,ADNAN (PAKHEIM),9.29,0,Medicine,110.5,130,0
637,Orasat 3 Inj,ADNAN (PAKHEIM),110,0,Medicine,200,550,0
638,P Lor 10mg Tab,ADNAN (PAKHEIM),7,0,Medicine,59.5,70,0
639,Pansaid 100mg Tab,ADNAN (PAKHEIM),4.53,0,Medicine,115.6,136,0
640,Piro D Tab,ADNAN (PAKHEIM),9.27,0,Medicine,78.77,92.67,0
641,Sumvit Tab,ADNAN (PAKHEIM),25,0,Medicine,425,500,0
642,Ultrox 150mg Tab,ADNAN (PAKHEIM),14.75,0,Medicine,125.37,147.5,0
643,Winkem 250mg Tab,ADNAN (PAKHEIM),19,0,Medicine,161.45,189.95,0
644,Winkem 500mg Tab,ADNAN (PAKHEIM),37,0,Medicine,314.45,369.95,0
645,Vitasure V 400g Powder,AEGIS PHARMACEUTICAL PAKISTAN,395,0,Medicine,336,395,0
646,Livit 120ml Syp,AFTAB QARSHI HERBAL LABORATORIES,90,0,Medicine,76.5,90,0
647,Abnil 120mg  Cap,AGP,51.12,0,Medicine,1303.68,1533.74,0
648,Afdol 10mg Tab,AGP,90,0,Medicine,4284,5040,0
649,Afdol 10mg Tab .,AGP,32.86,0,Medicine,391,460,0
650,Afdol Syp,AGP,1000,0,Medicine,850,1000,0
651,Afoxin 250mg Tab,AGP,24,0,Medicine,204,240,0
652,Afoxin 500mg Tab,AGP,34.5,0,Medicine,293.25,345,0
653,Algocin 250mg Tab,AGP,14.3,0,Medicine,121.55,143,0
654,Algocin 500mg Tab,AGP,33,0,Medicine,280.5,330,0
655,All D Drop,AGP,280,0,Medicine,238,280,0
656,Anafortan Plus Inj,AGP,85.42,0,Medicine,435.63,512.51,0
657,Anafortan Plus Tab,AGP,30,0,Medicine,807.5,900,0
658,Analar 2mg Tab,AGP,8,0,Medicine,68,80,0
